BataryaGucu,Bluetooth,MikroislemciHizi,CiftHat,OnKameraMP,4G,DahiliBellek,Kalinlik,Agirlik,CekirdekSayisi,ArkaKameraMP,CozunurlukYukseklik,CozunurlukGenislik,RAM,BataryaOmru,3G,Dokunmatik,WiFi,FiyatAraligi,Renk
1583,0,2.1,0,11,1,14,0.7,148,7,16,942,1651,1704,2,0,1,0,1,9
1152,0,2.1,0,0,0,26,0.3,82,2,0,1304,1673,3284,8,0,1,0,2,0
864,0,3,0,0,0,54,0.7,187,2,1,127,1670,3121,16,0,0,0,1,9
1187,1,2.3,1,0,0,21,0.2,122,6,6,215,1125,2547,5,0,0,1,1,4
843,1,1.8,0,0,1,16,0.1,166,5,6,981,1096,3673,20,0,1,0,2,1
1998,0,1.2,1,8,1,31,0.6,196,8,19,50,1356,2311,18,0,0,1,1,3
1283,0,0.7,0,0,0,27,0.2,80,4,6,1135,1923,3957,6,0,1,1,2,0
972,0,0.5,0,5,1,13,0.4,193,5,8,1392,1795,1615,13,1,0,1,3,8
1373,0,1.9,0,1,0,29,0.9,141,6,12,1220,1348,2752,7,0,0,0,2,0
1829,0,0.5,1,0,0,15,0.4,160,5,7,729,1267,2080,12,0,1,0,1,9
1048,0,1.5,1,2,0,29,1,182,1,4,29,1670,2146,2,0,1,1,3,7
1807,1,2,0,0,0,13,0.5,155,8,0,970,974,323,3,0,0,0,0,5
955,0,0.5,1,2,1,2,0.6,155,4,10,428,1254,1974,18,0,0,1,3,10
1146,1,3,1,5,0,57,0.4,111,5,10,73,583,291,11,0,0,0,0,10
534,1,0.5,0,0,0,16,1,189,5,1,393,1199,3926,20,0,1,1,2,2
1522,0,0.7,0,4,1,28,0.2,124,1,5,952,1191,1368,17,0,1,0,3,6
907,1,1.4,0,3,1,42,0.2,151,1,16,171,507,584,6,0,1,1,0,11
1965,1,0.5,1,6,0,4,1,84,7,9,977,1660,3535,16,0,0,0,2,3
1278,0,0.5,0,1,1,54,0.1,104,8,16,581,750,1155,20,1,1,0,0,10
989,0,0.7,1,13,0,51,0.4,132,3,15,670,804,2349,20,0,1,0,3,7
1395,0,2.8,1,0,0,55,0.6,118,3,1,782,1787,3373,16,0,0,1,2,7
1742,1,2.3,0,9,0,43,0.4,170,7,12,453,681,2610,10,0,1,0,1,7
1348,1,2,1,18,1,52,0.3,98,3,20,1869,1942,955,7,0,0,0,3,6
511,0,0.6,0,12,1,50,0.1,175,3,16,140,622,1484,8,0,1,1,0,8
936,1,0.5,0,14,0,14,0.1,164,3,17,150,1677,3761,12,0,1,1,2,9
543,0,0.5,0,4,0,60,0.7,132,5,7,693,1031,933,5,0,0,1,0,2
1788,1,0.5,1,0,0,6,0.2,141,6,16,149,1022,2321,20,0,0,1,1,0
704,0,2.7,1,8,0,29,0.2,80,1,10,1108,1509,1122,10,0,0,0,0,3
1348,0,2,0,5,1,36,0.3,145,6,6,468,741,2554,12,1,0,1,1,5
934,1,1.1,1,7,1,24,0.8,112,5,12,1111,1463,1017,9,1,1,0,0,8
1820,0,1.4,1,5,1,51,0.9,163,7,10,202,1884,2481,11,1,1,1,1,2
1571,1,2.9,1,1,1,30,0.9,150,7,3,805,956,586,4,1,0,0,0,7
1673,1,2.8,0,7,1,9,0.1,187,3,10,65,734,3669,10,0,1,0,2,10
1807,0,2.1,1,2,1,49,0.8,125,1,10,337,1384,1906,13,1,0,0,1,0
1576,0,0.9,0,0,0,14,0.4,173,2,4,1213,1386,3220,6,0,0,1,2,6
1413,1,0.6,1,0,0,13,0.1,128,1,0,1323,1481,515,18,0,0,1,0,0
891,1,1.9,0,1,0,18,0.1,153,6,3,40,1435,1303,4,0,0,0,0,7
1970,0,0.5,0,0,0,15,1,132,2,0,1399,1684,1658,20,0,0,0,1,0
683,0,2.1,1,7,1,30,0.1,197,7,8,927,1135,2066,15,1,1,1,3,11
1959,1,0.5,0,5,1,18,0.7,191,6,20,65,1055,619,8,0,0,0,0,5
634,0,0.8,1,5,1,41,0.2,192,1,12,1362,1853,3242,4,0,1,0,2,9
553,1,0.5,0,2,0,23,0.5,119,3,3,993,1517,2981,14,0,1,1,1,3
1059,1,2.4,1,8,1,61,0.1,134,3,18,1613,1916,3716,11,0,0,1,2,11
1333,1,1.4,1,3,0,59,0.7,183,7,5,394,1301,3442,5,0,0,1,2,6
788,1,2.5,0,4,0,57,0.9,91,8,12,42,1161,3969,6,0,0,0,2,0
852,0,1.6,0,6,0,54,0.4,147,5,7,538,730,1275,12,0,1,0,0,8
783,0,1.7,0,9,0,27,0.3,150,6,11,458,1263,1185,6,0,0,0,0,5
1225,1,0.7,0,6,1,60,0.1,107,2,15,10,1567,2423,6,0,1,1,1,3
685,1,0.5,1,2,1,29,0.8,93,7,10,433,648,728,4,1,1,0,0,3
983,1,1.8,1,0,0,53,0.9,187,1,4,1001,1176,1389,8,0,0,0,3,11
1330,0,1.8,0,1,1,40,0.5,177,1,5,194,892,2678,14,0,0,0,1,9
1110,1,0.6,1,1,1,42,0.9,192,5,2,1179,1262,456,18,0,0,1,0,10
1842,0,2.2,0,7,1,56,0.4,179,4,10,783,1227,3721,4,1,0,0,2,2
799,0,2.3,1,1,0,63,0.8,144,8,6,361,975,431,6,0,0,0,0,0
1283,0,1.6,0,4,1,47,0.9,93,5,5,372,692,2698,17,0,0,1,1,9
1412,0,2.4,1,5,1,25,0.8,96,8,17,516,1894,837,4,1,1,0,3,1
1827,1,1.7,1,4,0,39,0.5,128,5,16,55,1020,2844,10,0,0,1,1,9
934,1,2,0,2,1,30,0.7,182,8,15,521,1190,703,7,1,1,0,0,2
1507,0,0.9,0,0,0,42,0.4,123,5,0,682,888,1486,19,0,1,1,3,2
1589,1,2.6,1,9,1,46,0.4,84,3,16,618,940,2373,20,0,0,1,1,0
1178,0,1.3,1,0,1,49,0.6,101,5,0,579,596,2511,17,1,1,1,1,8
664,0,1.1,0,1,0,51,0.1,110,7,4,701,1478,3629,6,0,0,0,2,9
1954,1,0.6,0,8,1,7,0.9,126,3,9,673,690,3438,13,0,1,1,2,0
1949,1,1.3,0,0,1,23,0.1,101,5,1,839,1136,,20,0,1,1,2,5
1097,1,0.8,1,10,0,21,0.1,160,7,15,1277,1352,2219,12,0,1,0,1,5
895,1,0.5,0,6,1,16,0.3,164,8,14,126,1575,3122,4,1,1,0,1,6
636,1,0.5,1,8,0,28,0.9,152,2,15,148,742,2927,3,0,1,1,1,0
1786,1,1.2,1,11,1,61,0.1,123,3,14,74,865,,17,1,0,1,2,7
1747,1,0.5,1,4,1,13,0.7,185,6,12,800,873,3105,10,0,1,1,2,8
822,0,0.5,1,0,0,51,0.3,157,6,20,667,860,3846,3,0,1,1,2,8
882,1,0.7,0,9,0,28,0.2,151,6,16,248,884,751,8,0,1,0,0,0
1090,0,2.3,1,1,0,8,0.6,128,8,8,1217,1670,3839,11,0,1,0,2,10
1579,0,1.5,1,0,1,27,0.2,142,6,18,831,1484,1713,10,0,0,0,3,1
899,0,2.7,1,3,0,53,0.3,192,4,11,641,1638,2870,10,0,1,0,1,9
1368,1,0.5,1,10,0,42,0.2,91,1,20,907,925,1590,14,0,1,1,3,2
854,1,0.5,1,2,1,30,0.5,125,8,5,518,1152,2889,11,1,1,0,1,11
1905,1,0.6,0,9,0,36,0.4,119,3,20,825,1542,1287,16,0,1,1,3,11
1937,0,1.7,1,17,1,58,0.6,189,1,19,1728,1767,3321,14,0,0,1,2,7
586,1,1.4,0,10,0,8,0.5,142,8,14,116,598,3178,10,0,1,0,1,7
581,1,2.2,1,0,1,59,0.7,185,5,6,803,1613,2819,9,1,1,0,1,5
1429,1,0.6,1,8,1,42,0.9,151,5,9,670,1552,1817,16,0,1,1,3,1
659,1,2.7,1,6,0,6,0.5,110,3,7,1054,1929,2044,2,0,1,0,3,0
1640,0,0.7,1,10,0,21,0.8,169,7,14,589,1301,337,5,0,0,1,0,4
1266,1,2.6,1,1,1,18,0.4,86,7,2,1187,1595,398,3,0,0,0,0,8
1588,0,2.5,1,12,0,4,0.3,148,5,20,146,822,2506,11,0,1,1,1,2
674,0,2.9,0,1,1,21,0.2,198,3,4,576,1809,1180,4,0,0,0,0,1
1875,0,0.5,0,11,0,55,0.7,91,1,17,1802,1942,2712,6,0,1,0,2,1
1318,1,1.9,0,0,0,11,0.8,188,2,15,688,1591,1780,2,0,1,1,3,10
1347,1,2.9,1,5,1,44,0.6,132,1,14,434,967,2484,11,0,1,0,1,5
1272,0,2.5,0,0,1,22,0.9,133,6,8,605,669,2235,4,0,1,1,3,1
1830,0,0.5,1,5,1,14,0.8,160,6,6,773,1353,1905,19,0,0,0,1,6
1792,0,1,1,3,0,62,0.3,170,7,8,1626,1913,2563,15,0,1,0,2,2
999,1,2.9,0,11,0,64,0.2,199,4,19,1397,1616,2593,16,0,0,1,1,2
1179,0,0.5,1,7,0,32,0.3,182,2,12,85,1451,340,16,0,1,1,0,1
1321,0,1.3,1,0,0,63,0.4,109,8,9,817,941,1464,16,0,0,0,3,9
1979,0,2.9,0,0,0,19,1,176,3,9,1331,1532,411,2,0,0,0,0,2
1539,0,2.6,1,0,1,41,0.1,159,8,0,1112,1666,2107,10,0,1,0,1,4
1086,1,2.7,1,0,0,24,0.1,135,8,19,1874,1976,3930,18,0,0,0,2,10
600,1,2.5,0,8,0,22,0.1,145,1,11,207,1162,3441,5,0,1,1,1,4
1923,1,0.5,0,7,1,46,0.5,191,1,10,767,1759,1489,3,0,0,0,3,10
1482,1,0.5,1,2,1,48,0.2,142,7,10,634,642,2971,12,0,0,0,1,8
1744,1,2.8,1,0,0,62,0.7,158,1,0,621,1558,345,14,0,1,1,0,4
1796,1,1.6,0,5,1,7,0.1,101,4,6,667,798,1642,3,1,0,0,3,11
1109,1,2.1,1,1,1,34,0.1,173,1,4,165,1103,2821,17,0,1,0,1,4
818,1,1.3,1,14,1,43,0.9,177,6,15,111,510,546,7,0,0,0,0,0
1359,0,0.5,0,1,0,58,0.5,107,6,3,446,901,1076,4,0,0,0,0,6
1031,0,2.1,0,2,0,11,0.1,121,2,9,532,1247,2385,16,0,1,1,1,7
1391,1,1.4,1,2,0,36,0.8,182,1,6,14,1256,3139,14,0,0,1,1,2
1933,1,2.8,0,1,1,16,0.5,154,3,9,229,1473,838,18,1,0,1,0,1
989,0,1.8,0,4,0,55,0.7,124,1,12,46,1069,1737,10,0,1,0,3,11
1433,0,2.3,1,8,0,27,0.9,153,7,12,1619,1651,3900,2,0,1,0,2,8
1285,1,2.4,1,1,0,51,1,140,7,2,475,500,2094,10,0,1,1,3,5
846,0,2.6,1,0,0,58,0.1,123,4,15,1140,1983,2248,13,0,1,1,1,4
757,1,2.3,0,5,0,58,0.2,163,4,7,535,697,3237,9,0,1,0,1,5
1519,1,2.9,1,2,1,30,0.7,112,7,8,1122,1702,2440,10,0,0,0,1,11
1770,1,2.3,0,0,1,7,0.8,128,7,6,886,1552,1480,17,0,1,1,3,1
1068,1,2,0,1,0,37,0.9,184,7,13,186,1998,1803,7,0,1,1,3,4
1611,1,0.5,0,4,0,27,0.9,199,1,10,163,1011,3078,6,0,1,0,1,3
1150,0,2.7,1,0,1,39,0.4,151,8,1,397,800,999,11,0,0,1,0,5
1864,1,1.4,1,8,0,46,0.7,178,1,12,168,981,2686,18,0,0,0,1,4
1620,1,2.6,0,6,1,5,0.9,186,6,18,434,1339,1086,13,0,1,1,3,3
1584,0,1.3,1,6,1,41,0.6,135,4,15,160,1291,1561,17,1,1,0,3,7
635,0,0.5,0,2,1,42,0.4,149,3,4,300,1059,2973,18,1,1,0,1,1
1897,0,1.9,1,2,0,54,0.3,154,2,7,630,738,412,2,0,1,1,0,3
880,0,1.7,0,0,1,33,0.7,173,2,2,30,1350,1414,7,0,0,1,0,5
1592,1,2.1,1,6,0,50,0.1,181,2,17,510,522,2103,7,0,1,1,3,3
1442,1,2.2,1,0,0,56,0.7,145,5,3,1626,1668,1513,7,0,0,1,1,10
628,0,1.8,1,5,1,60,0.2,87,6,6,1047,1534,1337,14,1,0,1,3,10
863,1,1.6,0,5,0,6,0.7,133,4,13,717,1799,520,18,0,1,0,0,2
1981,0,1.9,0,13,1,45,0.3,175,6,18,193,1234,1380,13,1,0,1,3,11
1709,0,2.1,1,1,1,13,1,156,2,2,974,1385,3283,15,0,1,1,2,7
675,1,2.4,1,1,1,42,0.6,187,7,2,482,874,2953,13,0,0,1,1,8
1483,0,2.6,0,13,1,19,0.6,146,7,19,361,1552,1587,19,1,1,1,3,6
902,0,0.7,1,3,1,3,0.3,134,7,9,675,1285,3411,15,1,1,0,2,6
967,0,1.6,1,4,1,25,0.6,92,8,9,243,1642,3076,18,1,0,0,1,6
1995,0,1.9,1,6,1,9,0.8,139,6,18,1830,1963,1203,18,0,0,0,1,1
503,1,1.2,0,5,0,8,0.4,111,3,13,201,1245,2583,12,0,1,1,3,9
1644,1,2.8,1,0,0,44,1,137,8,0,358,791,2360,19,0,1,1,1,3
869,0,1,1,7,0,57,0.6,118,1,15,1243,1584,2727,8,0,1,1,1,1
1273,1,1,1,3,0,48,0.4,99,4,15,490,886,1767,11,0,0,1,3,2
617,0,2.3,1,0,1,32,0.5,199,7,20,768,874,2213,7,1,1,1,3,3
1588,1,0.5,1,0,0,61,0.8,159,1,13,1064,1594,3272,17,0,0,1,2,3
618,1,1.1,1,11,0,45,0.2,188,3,20,1175,1586,2339,10,0,0,1,1,4
574,1,2.8,0,16,1,38,0.1,90,6,17,286,1171,3269,10,1,0,1,1,3
1199,0,2.5,0,15,0,16,0.2,116,4,20,1168,1552,3448,10,0,1,0,2,5
989,0,1.6,0,11,0,24,0.6,156,8,17,614,679,2819,5,0,1,0,1,7
1961,0,1.5,1,10,1,55,0.5,100,7,20,861,1888,2355,6,0,0,0,2,6
1936,1,1.3,1,2,1,44,0.1,139,3,3,570,1021,1400,3,1,1,0,3,11
1004,0,2.9,0,0,1,35,0.2,141,6,9,901,1162,3772,18,1,0,0,2,5
1349,0,2.2,0,5,1,55,0.1,105,7,7,648,1019,2462,17,0,1,0,1,9
1569,1,2.8,0,17,1,44,0.3,110,4,20,45,1942,1260,17,0,1,1,3,10
1782,0,2.8,0,6,0,58,0.8,157,1,13,867,999,2405,16,0,1,0,1,9
865,1,2.9,1,5,1,16,0.1,89,4,12,335,1009,3494,14,1,1,0,2,2
551,0,2.8,1,0,0,54,0.1,172,7,15,169,1916,1414,19,0,1,0,0,9
1794,0,0.5,0,5,0,55,0.5,86,7,7,43,627,402,14,0,1,0,0,5
651,0,0.8,0,2,0,63,0.2,176,5,4,548,858,2244,19,0,0,1,3,2
1068,1,2.7,0,0,0,45,0.6,194,5,1,935,1499,1754,9,0,1,0,3,2
1312,1,0.5,0,0,0,28,0.8,163,2,0,1233,1854,1087,14,0,1,1,3,1
841,0,0.5,0,8,1,39,0.1,199,6,13,546,828,2942,16,1,0,0,1,1
1125,0,2.7,1,10,1,23,0.4,117,1,14,774,939,1641,12,0,0,1,3,4
826,0,2.4,0,0,0,58,0.3,88,4,1,179,786,2863,18,0,1,0,1,2
1606,0,0.5,0,0,0,33,0.9,200,5,0,157,770,3437,2,0,1,1,2,2
726,1,2.9,1,0,1,43,0.1,101,8,0,666,760,1446,8,0,0,1,0,7
1807,1,0.8,0,0,0,38,0.2,97,8,0,1332,1814,1069,7,0,1,1,3,6
721,0,2.7,0,1,0,15,0.2,102,5,18,655,1255,3606,5,0,0,0,2,7
1448,0,0.5,0,6,0,45,0.8,138,7,11,570,1724,3378,2,0,0,0,2,8
1631,1,0.5,1,2,0,13,0.5,166,2,16,960,1735,2173,8,0,0,1,1,0
1289,1,0.8,0,3,0,16,0.9,161,6,17,713,1854,3167,20,0,0,1,2,6
1160,1,1.1,1,1,0,63,0.7,166,3,2,762,859,595,15,0,1,0,0,4
709,0,2,0,0,1,35,0.1,136,1,0,1545,1596,1973,16,1,0,0,3,1
793,1,1.2,0,1,0,38,0.6,176,4,7,1226,1815,3139,12,0,0,0,2,3
1335,0,3,1,3,1,60,0.8,180,2,4,83,559,3615,9,0,1,1,2,7
1831,0,2.3,1,3,0,44,0.2,148,7,14,437,1113,2460,18,0,1,1,1,5
1908,1,0.5,1,9,0,30,1,111,2,19,140,1046,2944,17,0,1,0,2,1
850,0,1.6,0,6,0,29,0.5,133,5,19,404,642,593,10,0,1,0,0,10
1662,1,0.5,1,0,0,61,0.8,126,4,13,32,1509,3760,13,0,0,0,2,0
1807,0,2.9,1,0,1,16,0.2,125,3,0,1221,1415,2921,17,1,0,1,2,8
1520,1,0.5,1,1,0,24,0.7,199,5,8,109,1909,3233,4,0,1,0,2,8
838,1,0.5,1,1,0,13,0.1,196,8,4,984,1850,3554,19,0,1,0,2,3
1638,1,1,1,6,1,2,0.2,189,1,11,440,563,2299,9,0,0,0,1,10
1308,1,1.3,0,8,1,46,0.9,199,1,12,275,989,488,9,1,0,1,0,4
601,1,2.1,1,4,1,26,0.3,101,4,18,509,548,918,12,1,1,1,0,8
833,0,2.2,1,4,1,27,0.9,124,1,6,359,1395,2150,7,1,0,0,3,9
1896,1,0.5,0,8,0,7,0.4,141,2,13,447,794,3684,18,0,1,1,2,8
1624,0,2.6,0,0,1,58,1,200,3,11,1530,1744,1251,18,1,0,0,3,0
637,1,2.3,1,3,0,60,0.8,97,4,4,1125,1989,374,8,0,1,0,0,2
1786,1,0.5,1,9,0,58,0.7,161,7,10,231,1671,2764,7,0,0,0,2,10
723,0,1.9,1,4,1,30,0.3,102,1,7,1467,1901,2339,17,1,0,0,1,2
1090,1,1.3,0,5,1,27,0.1,91,4,16,1638,1910,1352,11,1,0,1,3,4
1413,1,0.5,0,4,0,39,0.1,185,5,12,1039,1318,3878,4,0,1,1,2,0
1343,1,2.4,0,5,0,14,0.9,81,8,10,1063,1205,462,11,0,0,0,0,0
1151,0,2.9,0,0,1,31,0.6,128,8,1,1022,1560,2377,13,1,0,1,1,5
1881,1,2.2,1,4,1,51,0.3,158,5,7,477,1553,1229,14,0,1,1,3,2
530,0,2.6,1,1,1,40,0.9,118,6,2,818,1090,1229,2,1,0,1,0,2
921,1,0.6,0,1,1,60,0.1,83,2,3,1211,1229,1080,6,1,1,0,0,7
825,1,2.9,0,0,1,34,0.8,99,8,17,1471,1866,2915,10,0,0,1,2,2
1034,0,2.7,0,6,1,37,0.7,120,7,20,707,1199,3625,12,1,0,0,2,8
1310,0,1.1,0,13,1,7,1,194,5,14,117,513,3182,5,0,0,1,1,8
1729,0,2.1,0,1,1,12,0.9,186,1,6,461,1178,1519,5,0,1,0,3,5
659,1,0.5,0,7,0,5,0.3,169,8,10,659,730,2190,16,0,0,1,3,8
1663,0,0.5,1,0,1,40,0.6,147,4,15,951,1545,1336,15,0,1,1,3,8
1191,1,2.4,0,2,1,13,0.9,169,1,7,179,1813,1028,8,0,0,0,0,7
712,0,1.6,1,6,0,9,0.8,172,2,14,881,1234,3612,4,0,1,1,2,4
582,1,0.5,0,3,1,27,0.2,168,3,10,985,1420,2437,2,0,0,0,1,10
826,0,2.4,0,14,0,57,0.6,117,2,17,1077,1183,1907,5,0,1,1,3,6
695,1,0.5,1,18,0,12,0.6,196,2,19,1649,1829,2855,7,0,0,0,1,5
1726,0,0.9,0,2,1,51,0.6,193,4,3,379,1223,2239,13,0,1,0,1,10
1392,1,2.5,1,0,0,44,0.7,113,4,2,482,1098,1280,16,0,1,0,3,7
1254,1,1.7,1,0,0,45,0.4,146,3,3,1571,1956,606,2,0,0,0,3,8
1511,1,2.5,0,3,1,21,0.2,114,3,18,1455,1982,3746,5,0,1,1,2,9
571,1,1.6,0,8,1,35,0.2,186,7,20,177,1282,2598,8,0,0,1,3,7
728,1,2.7,0,0,1,25,0.2,88,4,1,526,1529,2039,12,0,0,0,3,1
807,0,0.5,0,0,1,37,0.2,127,4,0,245,829,2319,4,1,1,1,3,10
1472,1,2.8,0,1,1,36,0.5,130,6,10,1452,1744,985,7,0,0,1,3,8
1603,0,0.5,0,1,0,17,0.5,114,2,8,430,1207,1637,11,0,1,0,3,2
1286,0,2.3,1,10,0,16,0.1,98,2,18,18,662,424,4,0,0,1,0,3
1923,1,1,0,5,0,14,0.9,154,4,6,15,525,2519,16,0,1,0,1,2
1413,0,0.5,0,4,0,45,0.4,104,5,6,1949,1994,2973,15,0,1,0,2,10
1170,1,2.9,0,2,1,40,0.4,169,6,5,427,684,2366,2,0,0,0,3,8
1831,0,2.2,0,4,1,55,1,189,8,9,1693,1790,1133,10,1,0,1,3,7
621,0,2.7,0,0,1,54,0.1,151,4,20,434,910,2801,5,0,0,0,1,3
1356,0,0.5,0,0,1,35,0.8,131,1,19,782,951,3451,17,0,0,0,2,1
1606,1,1.4,1,3,1,57,0.1,154,4,4,1127,1924,3454,20,1,1,0,2,7
1883,1,1.6,1,9,1,24,0.1,87,1,16,203,915,3563,3,1,1,1,2,4
844,1,2.2,0,1,0,22,0.9,197,7,2,777,1995,3154,7,0,1,1,2,1
1329,0,1.7,1,5,0,23,0.6,198,8,6,380,682,2308,9,0,0,1,3,10
994,0,2.8,0,0,1,56,0.5,173,3,3,491,530,3190,20,0,0,0,1,1
1953,0,2.1,0,7,1,56,0.1,158,8,9,555,764,2334,4,0,1,1,1,2
1731,0,2.3,0,18,1,60,0.5,171,4,20,142,1039,1220,20,1,0,1,3,8
763,0,0.5,1,9,0,51,0.3,104,5,12,273,1278,2865,9,0,0,0,1,3
833,0,0.6,0,0,0,27,0.3,145,4,2,649,1290,586,19,0,1,0,0,5
553,1,2.4,0,1,0,8,0.5,121,7,3,325,902,1204,8,0,0,0,0,8
605,1,1,1,8,0,9,0.1,142,3,16,160,1026,392,4,0,1,1,0,10
1504,1,2.3,0,1,1,64,0.9,182,1,2,19,1923,3059,10,1,0,1,2,2
1483,1,2.1,1,1,0,54,0.2,176,7,2,531,758,1851,2,0,0,1,3,0
1009,0,2.8,0,7,0,2,0.6,115,7,15,267,1841,2286,13,0,1,1,1,11
812,1,0.5,0,1,1,64,1,106,4,7,35,1309,3102,2,1,1,1,1,10
832,1,1.1,1,0,0,46,0.3,93,6,0,820,1366,3317,19,0,0,1,2,4
1790,0,2.3,0,3,0,49,0.5,100,3,11,396,1980,3568,18,0,1,0,2,4
1396,0,0.6,1,0,1,37,0.7,134,4,15,560,1177,2694,19,1,1,0,1,4
1312,1,1.3,1,5,0,10,0.6,163,2,9,95,893,3941,13,0,0,0,2,10
728,1,2.3,0,4,1,23,0.8,111,4,5,126,817,457,16,0,0,0,0,1
1266,1,0.5,1,0,0,5,0.1,95,6,9,1365,1698,1687,18,0,1,1,1,1
615,0,0.5,0,7,1,58,0.5,130,5,8,1021,1958,1906,5,0,1,1,3,6
959,0,2.6,0,15,1,20,1,84,4,19,561,1631,3965,6,0,1,1,2,6
1087,1,1.3,1,0,0,16,0.3,166,3,9,295,589,690,6,0,1,0,0,9
504,0,2.8,0,2,1,54,0.4,163,2,10,1207,1539,2378,2,0,1,1,1,3
808,0,0.5,0,3,1,46,0.5,105,8,15,119,529,1082,10,0,1,0,0,5
1054,1,1.1,0,10,0,38,0.4,136,6,12,1097,1222,1675,14,0,0,0,3,0
1974,1,0.5,0,9,1,10,0.8,145,6,12,530,1496,1433,17,1,1,1,3,3
1342,1,1,1,0,0,31,0.6,86,7,1,991,1638,2746,10,0,0,1,2,2
1949,1,1.8,1,0,1,20,0.8,186,5,4,518,592,1125,9,1,1,1,3,3
979,1,0.5,0,0,0,5,0.5,164,7,2,793,1670,3449,14,0,1,1,2,11
1997,0,1.8,0,1,1,40,0.5,185,4,8,866,1212,1655,15,0,1,1,1,7
912,1,0.7,1,3,1,47,0.9,182,3,6,724,794,1321,6,1,0,0,0,11
1829,0,2.1,1,8,1,59,0.1,91,5,15,1457,1919,3142,5,0,0,0,2,11
1920,1,0.6,0,3,0,19,0.5,131,3,8,670,1152,3943,4,0,0,1,2,5
798,1,0.6,0,6,0,21,0.5,110,2,12,661,1951,1647,3,0,1,1,3,7
1512,0,0.5,1,8,0,18,0.1,88,3,17,1079,1897,3607,6,0,0,0,2,4
1332,1,0.8,0,2,1,11,0.5,187,2,4,758,1165,1285,9,0,0,1,3,7
904,1,1.8,1,3,0,35,0.4,168,3,4,42,507,1360,11,0,1,1,0,0
1866,1,0.5,1,13,0,52,0.7,185,1,17,356,563,373,3,0,1,0,0,10
1911,1,0.9,0,1,0,36,0.7,108,8,3,868,1632,3057,5,0,0,1,2,0
965,0,0.5,1,15,1,53,1,131,8,19,297,653,3227,8,0,1,1,1,10
1831,1,1.4,0,2,1,43,0.9,150,5,5,611,1381,3834,13,0,0,0,2,6
718,0,1.6,0,1,0,30,0.4,93,3,12,662,997,1601,12,0,0,0,3,0
1868,0,0.5,1,2,0,40,0.9,179,8,17,576,884,298,17,0,0,1,0,2
1322,1,1.7,0,6,1,7,0.8,140,3,9,177,1990,1418,12,1,0,1,3,5
1524,1,2.5,0,11,0,41,1,96,4,20,184,740,1936,9,0,0,0,3,4
625,0,1.2,0,5,0,10,0.2,183,4,8,635,842,3323,7,0,0,0,1,5
502,1,0.8,1,7,1,52,1,82,6,8,281,1159,2666,20,0,0,1,1,11
1109,0,2.7,0,1,1,39,0.4,98,1,9,1391,1787,1524,7,0,0,0,3,7
805,0,0.7,1,0,1,64,0.1,97,4,14,641,704,418,17,1,0,0,0,9
916,0,2.6,1,0,1,36,0.3,195,4,12,188,992,1470,14,1,0,1,0,1
1212,1,2.6,1,1,0,46,0.3,102,4,8,611,1715,2249,4,0,0,0,1,1
894,1,0.7,1,2,0,58,0.1,123,2,3,158,747,3305,2,0,1,1,1,2
1185,1,1.9,1,0,1,31,0.4,152,8,7,837,1642,2447,3,0,0,0,1,7
584,0,1.8,1,0,0,19,0.3,168,3,0,1123,1622,465,4,0,0,1,0,5
514,0,0.7,1,4,1,57,0.1,186,3,7,168,1320,687,20,0,0,0,0,8
1732,1,0.8,1,2,1,61,0.3,172,5,3,201,656,3940,20,1,0,0,2,8
790,1,0.5,0,7,0,44,0.1,89,8,8,1100,1437,3424,9,0,0,1,2,2
657,1,2.5,1,0,1,37,0.7,141,2,1,476,961,1412,18,1,0,1,0,8
1369,0,1.8,0,6,1,34,0.5,162,1,7,553,727,,18,1,0,0,2,3
1991,1,2.8,1,3,0,15,0.1,181,1,13,298,1037,1861,17,0,0,0,3,5
667,0,0.6,1,6,0,3,0.7,185,6,13,13,1463,2855,19,0,1,0,1,11
1063,1,1.4,0,2,0,48,1,128,5,4,127,683,2910,9,0,0,0,1,6
1816,0,1.6,0,0,1,50,0.1,186,5,2,800,1089,3637,16,1,1,0,2,3
1760,1,1.4,0,5,1,63,0.8,127,8,19,1382,1383,2053,16,1,0,1,1,1
673,0,1.9,1,13,0,35,0.4,142,6,14,1096,1570,3541,4,0,1,0,2,11
1049,1,0.6,0,8,0,2,0.3,172,6,10,39,1564,433,6,0,1,1,0,5
767,1,1.5,1,4,1,28,0.7,175,4,10,344,1517,527,15,1,0,1,0,8
965,0,1.4,1,1,1,13,0.9,197,8,2,645,1275,2343,15,0,1,1,1,6
1552,1,1.2,1,10,0,53,0.3,180,8,18,430,658,2606,12,0,1,1,1,11
1945,1,1.2,1,3,1,26,0.7,112,6,5,1064,1540,3322,20,1,1,0,2,4
539,1,2,0,1,1,24,0.5,86,4,2,958,967,1326,3,0,0,1,0,1
1793,1,0.7,0,11,1,27,0.4,154,5,13,586,722,1370,19,0,1,0,3,7
615,0,2.5,1,0,1,10,0.8,131,6,9,1216,1786,2769,11,0,1,1,1,9
1776,0,2.1,0,10,1,35,0.1,172,4,16,278,623,1813,20,0,0,0,3,10
1878,1,1.5,0,5,0,56,0.3,139,5,13,183,559,2711,3,0,0,0,1,1
1600,1,0.5,1,1,0,16,0.3,94,4,16,1315,1710,2073,4,0,0,1,1,7
